"TiO$_2$", "rutile", "LDA", "-2801.64", "30.58", "259.47"
"TiO$_2$", "rutile", "AM05", "-2733.53", "31.31", "233.2"
"TiO$_2$", "rutile", "PBEsol", "-2759.29", "31.22", "239.76"
"TiO$_2$", "rutile", "PBE", "-2773.21", "32.11", "215.78"
